"Year","Sex of child","Birth order","Citizenship of mother","Marital status of mother","Age class of mother","Less than 20 years","20-24 years","25-29 years","30-34 years","35-39 years","40-44 years","45-49 years","50-59 years","60-69 years","70 years or more","Unknown"
"2001","Girl","First child","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","First child","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","First child","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","First child","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","First child","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","First child","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","First child","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Second child","Citizenship of mother - total","Married","Less than 20 years",1,2,4,0,1,0,0,0,0,0,0
"2001","Girl","Second child","Citizenship of mother - total","Married","20-24 years",0,165,414,151,51,13,4,2,0,0,0
"2001","Girl","Second child","Citizenship of mother - total","Married","25-29 years",0,47,998,1454,514,104,29,13,0,0,0
"2001","Girl","Second child","Citizenship of mother - total","Married","30-34 years",0,2,238,2469,1833,382,101,37,3,0,0
"2001","Girl","Second child","Citizenship of mother - total","Married","35-39 years",0,4,47,458,1283,527,112,31,4,1,0
"2001","Girl","Second child","Citizenship of mother - total","Married","40-44 years",0,1,2,28,123,123,51,25,3,0,0
"2001","Girl","Second child","Citizenship of mother - total","Married","45-49 years",0,0,0,1,1,0,1,2,0,0,0
"2001","Girl","Second child","Citizenship of mother - total","Married","50 years or more",0,0,0,1,0,1,0,0,0,0,0
"2001","Girl","Second child","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Second child","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Second child","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Second child","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Second child","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Second child","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Second child","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Second child","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Third child","Citizenship of mother - total","Married","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Third child","Citizenship of mother - total","Married","20-24 years",0,16,43,19,9,0,1,0,0,0,0
"2001","Girl","Third child","Citizenship of mother - total","Married","25-29 years",0,3,233,356,127,17,4,4,0,0,0
"2001","Girl","Third child","Citizenship of mother - total","Married","30-34 years",0,0,50,718,726,188,37,9,1,0,0
"2001","Girl","Third child","Citizenship of mother - total","Married","35-39 years",0,0,6,131,562,270,54,14,3,0,0
"2001","Girl","Third child","Citizenship of mother - total","Married","40-44 years",0,0,1,10,45,97,32,6,0,0,0
"2001","Girl","Third child","Citizenship of mother - total","Married","45-49 years",0,0,0,0,0,1,2,1,0,0,0
"2001","Girl","Third child","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Third child","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Third child","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Third child","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Third child","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Third child","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Third child","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Third child","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Third child","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Fourth child or more","Citizenship of mother - total","Married","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Fourth child or more","Citizenship of mother - total","Married","20-24 years",0,0,4,4,0,1,0,0,0,0,0
"2001","Girl","Fourth child or more","Citizenship of mother - total","Married","25-29 years",0,0,38,79,29,10,0,2,0,0,0
"2001","Girl","Fourth child or more","Citizenship of mother - total","Married","30-34 years",0,0,10,166,241,40,16,6,0,0,0
"2001","Girl","Fourth child or more","Citizenship of mother - total","Married","35-39 years",0,0,2,34,254,166,37,3,1,0,0
"2001","Girl","Fourth child or more","Citizenship of mother - total","Married","40-44 years",0,0,0,1,16,54,48,8,1,0,0
"2001","Girl","Fourth child or more","Citizenship of mother - total","Married","45-49 years",0,0,0,0,1,3,3,1,0,0,0
"2001","Girl","Fourth child or more","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Fourth child or more","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Fourth child or more","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Fourth child or more","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Fourth child or more","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Fourth child or more","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Fourth child or more","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Fourth child or more","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Fourth child or more","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Mother not married","Citizenship of mother - total","Married","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Mother not married","Citizenship of mother - total","Married","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Mother not married","Citizenship of mother - total","Married","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Mother not married","Citizenship of mother - total","Married","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Mother not married","Citizenship of mother - total","Married","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Mother not married","Citizenship of mother - total","Married","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Mother not married","Citizenship of mother - total","Married","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Mother not married","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2001","Girl","Mother not married","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,203
"2001","Girl","Mother not married","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,719
"2001","Girl","Mother not married","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,921
"2001","Girl","Mother not married","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,1098
"2001","Girl","Mother not married","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,764
"2001","Girl","Mother not married","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,203
"2001","Girl","Mother not married","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,5
"2001","Girl","Mother not married","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","First child","Citizenship of mother - total","Married","Less than 20 years",10,107,53,7,4,0,1,1,0,0,0
"2002","Boy","First child","Citizenship of mother - total","Married","20-24 years",2,714,983,421,121,51,10,8,1,0,0
"2002","Boy","First child","Citizenship of mother - total","Married","25-29 years",1,163,1671,2082,657,171,57,37,4,1,0
"2002","Boy","First child","Citizenship of mother - total","Married","30-34 years",1,36,453,2596,1568,405,100,47,7,2,0
"2002","Boy","First child","Citizenship of mother - total","Married","35-39 years",0,5,91,474,875,414,136,55,9,0,0
"2002","Boy","First child","Citizenship of mother - total","Married","40-44 years",0,1,12,65,101,117,48,25,4,1,0
"2002","Boy","First child","Citizenship of mother - total","Married","45-49 years",0,0,0,3,4,4,4,2,0,0,0
"2002","Boy","First child","Citizenship of mother - total","Married","50 years or more",0,0,1,1,0,0,0,1,0,0,0
"2002","Boy","First child","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","First child","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","First child","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","First child","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","First child","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","First child","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","First child","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","First child","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Second child","Citizenship of mother - total","Married","Less than 20 years",1,3,4,0,0,0,0,0,0,0,0
"2002","Boy","Second child","Citizenship of mother - total","Married","20-24 years",0,177,375,155,45,16,6,1,1,0,0
"2002","Boy","Second child","Citizenship of mother - total","Married","25-29 years",0,51,1112,1568,520,110,25,12,1,0,0
"2002","Boy","Second child","Citizenship of mother - total","Married","30-34 years",0,7,258,2455,1985,481,103,23,2,0,0
"2002","Boy","Second child","Citizenship of mother - total","Married","35-39 years",0,1,37,525,1360,643,126,35,11,1,0
"2002","Boy","Second child","Citizenship of mother - total","Married","40-44 years",0,0,5,35,119,147,70,26,3,0,0
"2002","Boy","Second child","Citizenship of mother - total","Married","45-49 years",0,0,0,1,4,5,6,0,0,0,0
"2002","Boy","Second child","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,1,0,1,0,0,0
"2002","Boy","Second child","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Second child","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Second child","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Second child","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Second child","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Second child","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Second child","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Second child","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Third child","Citizenship of mother - total","Married","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Third child","Citizenship of mother - total","Married","20-24 years",0,9,46,14,8,2,1,1,0,0,0
"2002","Boy","Third child","Citizenship of mother - total","Married","25-29 years",0,9,235,339,131,29,2,3,0,0,0
"2002","Boy","Third child","Citizenship of mother - total","Married","30-34 years",0,0,57,739,741,158,36,13,1,0,0
"2002","Boy","Third child","Citizenship of mother - total","Married","35-39 years",0,0,8,124,666,358,58,16,1,0,0
"2002","Boy","Third child","Citizenship of mother - total","Married","40-44 years",0,0,0,8,40,93,30,16,1,0,0
"2002","Boy","Third child","Citizenship of mother - total","Married","45-49 years",0,0,0,0,1,1,3,0,0,0,0
"2002","Boy","Third child","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Third child","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Third child","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Third child","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Third child","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Third child","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Third child","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Third child","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Third child","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Fourth child or more","Citizenship of mother - total","Married","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Fourth child or more","Citizenship of mother - total","Married","20-24 years",0,0,8,4,0,0,0,0,0,0,0
"2002","Boy","Fourth child or more","Citizenship of mother - total","Married","25-29 years",0,0,35,76,41,9,0,2,0,0,0
"2002","Boy","Fourth child or more","Citizenship of mother - total","Married","30-34 years",0,0,11,168,226,69,15,5,0,0,0
"2002","Boy","Fourth child or more","Citizenship of mother - total","Married","35-39 years",0,0,0,36,260,158,38,13,0,0,0
"2002","Boy","Fourth child or more","Citizenship of mother - total","Married","40-44 years",0,0,0,5,18,61,28,7,0,0,0
"2002","Boy","Fourth child or more","Citizenship of mother - total","Married","45-49 years",0,0,0,0,0,2,4,1,0,0,0
"2002","Boy","Fourth child or more","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Fourth child or more","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Fourth child or more","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Fourth child or more","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Fourth child or more","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Fourth child or more","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Fourth child or more","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Fourth child or more","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Fourth child or more","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Mother not married","Citizenship of mother - total","Married","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Mother not married","Citizenship of mother - total","Married","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Mother not married","Citizenship of mother - total","Married","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Mother not married","Citizenship of mother - total","Married","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Mother not married","Citizenship of mother - total","Married","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Mother not married","Citizenship of mother - total","Married","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Mother not married","Citizenship of mother - total","Married","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Mother not married","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2002","Boy","Mother not married","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,202
"2002","Boy","Mother not married","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,767
"2002","Boy","Mother not married","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,1060
"2002","Boy","Mother not married","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,1223
"2002","Boy","Mother not married","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,854
"2002","Boy","Mother not married","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,237
"2002","Boy","Mother not married","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,10
"2002","Boy","Mother not married","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,2
"2002","Girl","First child","Citizenship of mother - total","Married","Less than 20 years",7,112,45,10,6,0,0,0,0,0,0
"2002","Girl","First child","Citizenship of mother - total","Married","20-24 years",8,649,984,380,131,38,13,9,1,0,0
