"Tipo di popolazione","Anno","Età","Sesso","Stato civile","Popolazione residente permanente e non permanente"
"Popolazione residente permanente","2010","32 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",1564
"Popolazione residente permanente","2010","32 anni","Uomo","Senza indicazione",1
"Popolazione residente permanente","2010","32 anni","Donna","Celibe/nubile",20596
"Popolazione residente permanente","2010","32 anni","Donna","Coniugato, in unione domestica registrata",29583
"Popolazione residente permanente","2010","32 anni","Donna","Vedovo, unione domestica sciolta per decesso",106
"Popolazione residente permanente","2010","32 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",2396
"Popolazione residente permanente","2010","32 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2010","33 anni","Uomo","Celibe/nubile",26552
"Popolazione residente permanente","2010","33 anni","Uomo","Coniugato, in unione domestica registrata",25208
"Popolazione residente permanente","2010","33 anni","Uomo","Vedovo, unione domestica sciolta per decesso",31
"Popolazione residente permanente","2010","33 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",1790
"Popolazione residente permanente","2010","33 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2010","33 anni","Donna","Celibe/nubile",18638
"Popolazione residente permanente","2010","33 anni","Donna","Coniugato, in unione domestica registrata",31351
"Popolazione residente permanente","2010","33 anni","Donna","Vedovo, unione domestica sciolta per decesso",128
"Popolazione residente permanente","2010","33 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",2831
"Popolazione residente permanente","2010","33 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2010","34 anni","Uomo","Celibe/nubile",24041
"Popolazione residente permanente","2010","34 anni","Uomo","Coniugato, in unione domestica registrata",26946
"Popolazione residente permanente","2010","34 anni","Uomo","Vedovo, unione domestica sciolta per decesso",32
"Popolazione residente permanente","2010","34 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",2004
"Popolazione residente permanente","2010","34 anni","Uomo","Senza indicazione",1
"Popolazione residente permanente","2010","34 anni","Donna","Celibe/nubile",16878
"Popolazione residente permanente","2010","34 anni","Donna","Coniugato, in unione domestica registrata",33189
"Popolazione residente permanente","2010","34 anni","Donna","Vedovo, unione domestica sciolta per decesso",153
"Popolazione residente permanente","2010","34 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",3053
"Popolazione residente permanente","2010","34 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2010","35 anni","Uomo","Celibe/nubile",22009
"Popolazione residente permanente","2010","35 anni","Uomo","Coniugato, in unione domestica registrata",28720
"Popolazione residente permanente","2010","35 anni","Uomo","Vedovo, unione domestica sciolta per decesso",49
"Popolazione residente permanente","2010","35 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",2423
"Popolazione residente permanente","2010","35 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2010","35 anni","Donna","Celibe/nubile",14955
"Popolazione residente permanente","2010","35 anni","Donna","Coniugato, in unione domestica registrata",34299
"Popolazione residente permanente","2010","35 anni","Donna","Vedovo, unione domestica sciolta per decesso",173
"Popolazione residente permanente","2010","35 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",3690
"Popolazione residente permanente","2010","35 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2010","36 anni","Uomo","Celibe/nubile",21013
"Popolazione residente permanente","2010","36 anni","Uomo","Coniugato, in unione domestica registrata",31041
"Popolazione residente permanente","2010","36 anni","Uomo","Vedovo, unione domestica sciolta per decesso",47
"Popolazione residente permanente","2010","36 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",2854
"Popolazione residente permanente","2010","36 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2010","36 anni","Donna","Celibe/nubile",14341
"Popolazione residente permanente","2010","36 anni","Donna","Coniugato, in unione domestica registrata",35771
"Popolazione residente permanente","2010","36 anni","Donna","Vedovo, unione domestica sciolta per decesso",235
"Popolazione residente permanente","2010","36 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",4130
"Popolazione residente permanente","2010","36 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2010","37 anni","Uomo","Celibe/nubile",19548
"Popolazione residente permanente","2010","37 anni","Uomo","Coniugato, in unione domestica registrata",32503
"Popolazione residente permanente","2010","37 anni","Uomo","Vedovo, unione domestica sciolta per decesso",54
"Popolazione residente permanente","2010","37 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",3159
"Popolazione residente permanente","2010","37 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2010","37 anni","Donna","Celibe/nubile",13349
"Popolazione residente permanente","2010","37 anni","Donna","Coniugato, in unione domestica registrata",36857
"Popolazione residente permanente","2010","37 anni","Donna","Vedovo, unione domestica sciolta per decesso",258
"Popolazione residente permanente","2010","37 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",4663
"Popolazione residente permanente","2010","37 anni","Donna","Senza indicazione",2
"Popolazione residente permanente","2010","38 anni","Uomo","Celibe/nubile",18951
"Popolazione residente permanente","2010","38 anni","Uomo","Coniugato, in unione domestica registrata",34763
"Popolazione residente permanente","2010","38 anni","Uomo","Vedovo, unione domestica sciolta per decesso",67
"Popolazione residente permanente","2010","38 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",3693
"Popolazione residente permanente","2010","38 anni","Uomo","Senza indicazione",1
"Popolazione residente permanente","2010","38 anni","Donna","Celibe/nubile",12877
"Popolazione residente permanente","2010","38 anni","Donna","Coniugato, in unione domestica registrata",38342
"Popolazione residente permanente","2010","38 anni","Donna","Vedovo, unione domestica sciolta per decesso",298
"Popolazione residente permanente","2010","38 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",5289
"Popolazione residente permanente","2010","38 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2010","39 anni","Uomo","Celibe/nubile",18430
"Popolazione residente permanente","2010","39 anni","Uomo","Coniugato, in unione domestica registrata",36417
"Popolazione residente permanente","2010","39 anni","Uomo","Vedovo, unione domestica sciolta per decesso",89
"Popolazione residente permanente","2010","39 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",4255
"Popolazione residente permanente","2010","39 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2010","39 anni","Donna","Celibe/nubile",12699
"Popolazione residente permanente","2010","39 anni","Donna","Coniugato, in unione domestica registrata",40222
"Popolazione residente permanente","2010","39 anni","Donna","Vedovo, unione domestica sciolta per decesso",355
"Popolazione residente permanente","2010","39 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",6028
"Popolazione residente permanente","2010","39 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2010","40 anni","Uomo","Celibe/nubile",17511
"Popolazione residente permanente","2010","40 anni","Uomo","Coniugato, in unione domestica registrata",37896
"Popolazione residente permanente","2010","40 anni","Uomo","Vedovo, unione domestica sciolta per decesso",102
"Popolazione residente permanente","2010","40 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",4869
"Popolazione residente permanente","2010","40 anni","Uomo","Senza indicazione",2
"Popolazione residente permanente","2010","40 anni","Donna","Celibe/nubile",11974
"Popolazione residente permanente","2010","40 anni","Donna","Coniugato, in unione domestica registrata",41150
"Popolazione residente permanente","2010","40 anni","Donna","Vedovo, unione domestica sciolta per decesso",420
"Popolazione residente permanente","2010","40 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",6583
"Popolazione residente permanente","2010","40 anni","Donna","Senza indicazione",1
"Popolazione residente permanente","2010","41 anni","Uomo","Celibe/nubile",16764
"Popolazione residente permanente","2010","41 anni","Uomo","Coniugato, in unione domestica registrata",39770
"Popolazione residente permanente","2010","41 anni","Uomo","Vedovo, unione domestica sciolta per decesso",136
"Popolazione residente permanente","2010","41 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",5388
"Popolazione residente permanente","2010","41 anni","Uomo","Senza indicazione",2
"Popolazione residente permanente","2010","41 anni","Donna","Celibe/nubile",11786
"Popolazione residente permanente","2010","41 anni","Donna","Coniugato, in unione domestica registrata",42426
"Popolazione residente permanente","2010","41 anni","Donna","Vedovo, unione domestica sciolta per decesso",537
"Popolazione residente permanente","2010","41 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",7512
"Popolazione residente permanente","2010","41 anni","Donna","Senza indicazione",2
"Popolazione residente permanente","2010","42 anni","Uomo","Celibe/nubile",16117
"Popolazione residente permanente","2010","42 anni","Uomo","Coniugato, in unione domestica registrata",41654
"Popolazione residente permanente","2010","42 anni","Uomo","Vedovo, unione domestica sciolta per decesso",135
"Popolazione residente permanente","2010","42 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",6094
"Popolazione residente permanente","2010","42 anni","Uomo","Senza indicazione",2
"Popolazione residente permanente","2010","42 anni","Donna","Celibe/nubile",11325
"Popolazione residente permanente","2010","42 anni","Donna","Coniugato, in unione domestica registrata",43533
"Popolazione residente permanente","2010","42 anni","Donna","Vedovo, unione domestica sciolta per decesso",607
"Popolazione residente permanente","2010","42 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",8239
"Popolazione residente permanente","2010","42 anni","Donna","Senza indicazione",1
"Popolazione residente permanente","2010","43 anni","Uomo","Celibe/nubile",15237
"Popolazione residente permanente","2010","43 anni","Uomo","Coniugato, in unione domestica registrata",42623
"Popolazione residente permanente","2010","43 anni","Uomo","Vedovo, unione domestica sciolta per decesso",169
"Popolazione residente permanente","2010","43 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",6658
"Popolazione residente permanente","2010","43 anni","Uomo","Senza indicazione",1
"Popolazione residente permanente","2010","43 anni","Donna","Celibe/nubile",10901
"Popolazione residente permanente","2010","43 anni","Donna","Coniugato, in unione domestica registrata",43763
"Popolazione residente permanente","2010","43 anni","Donna","Vedovo, unione domestica sciolta per decesso",664
"Popolazione residente permanente","2010","43 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",9076
"Popolazione residente permanente","2010","43 anni","Donna","Senza indicazione",0
